age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit
52,housemaid,married,primary,no,3657,no,0,cellular,290,1,-1,0,unknown,yes
38,technician,married,secondary,no,3082,no,0,cellular,385,1,-1,0,unknown,yes
46,management,married,tertiary,no,2528,no,0,cellular,541,1,-1,0,unknown,yes
26,management,single,tertiary,no,1893,no,0,cellular,883,5,-1,0,unknown,yes
25,management,single,tertiary,no,1221,no,0,cellular,265,2,114,2,failure,yes
70,retired,married,tertiary,no,468,no,0,cellular,1071,2,88,2,other,yes
83,retired,married,primary,no,848,no,0,telephone,770,1,92,2,success,yes
43,management,divorced,tertiary,no,2303,no,0,cellular,81,1,113,3,success,yes
45,blue-collar,married,secondary,no,3632,no,0,cellular,171,1,141,2,success,yes
37,admin.,single,tertiary,no,1397,yes,0,cellular,237,1,99,2,success,yes
71,retired,divorced,secondary,no,3041,no,0,cellular,367,1,-1,0,unknown,yes
27,management,single,tertiary,no,3759,no,0,cellular,297,1,100,1,success,yes
47,admin.,married,secondary,no,2427,no,0,cellular,259,1,-1,0,unknown,yes
42,management,divorced,tertiary,no,662,no,0,cellular,690,1,-1,0,unknown,yes
77,retired,divorced,secondary,no,424,no,0,cellular,208,1,-1,0,unknown,yes
61,management,married,tertiary,no,2749,no,0,cellular,297,2,-1,0,unknown,yes
57,management,married,tertiary,no,3644,no,0,cellular,339,3,98,3,success,yes
34,management,married,tertiary,no,440,yes,0,telephone,314,1,119,1,other,yes
40,blue-collar,married,secondary,no,1756,no,0,cellular,115,1,121,1,success,yes
84,entrepreneur,married,secondary,no,424,no,0,telephone,976,2,-1,0,unknown,yes
26,student,single,secondary,no,556,no,0,cellular,192,1,119,1,success,yes
37,technician,married,unknown,no,613,no,0,cellular,236,1,107,2,success,yes
47,management,married,tertiary,no,712,no,0,cellular,99,1,-1,0,unknown,yes
37,management,single,tertiary,no,1422,yes,0,cellular,135,1,119,1,failure,yes
28,management,single,tertiary,no,3419,no,0,cellular,500,1,115,3,other,yes
54,management,married,tertiary,no,1765,no,0,cellular,192,2,94,1,success,yes
54,management,married,tertiary,no,3545,no,0,cellular,843,2,119,1,success,yes
61,retired,married,secondary,no,2568,no,0,cellular,213,1,-1,0,unknown,yes
30,technician,single,secondary,no,582,no,0,cellular,142,1,-1,0,unknown,yes
60,retired,married,primary,no,1852,no,0,cellular,726,1,-1,0,unknown,yes
44,management,married,unknown,no,706,no,0,cellular,294,3,-1,0,unknown,yes
33,management,single,tertiary,no,3264,no,0,cellular,199,1,58,3,failure,yes
25,admin.,single,tertiary,no,1549,no,0,cellular,288,1,114,1,failure,yes
54,unknown,married,unknown,no,1299,no,0,cellular,333,1,-1,0,unknown,yes
24,blue-collar,single,secondary,no,2032,yes,0,cellular,145,1,92,5,other,yes
36,technician,married,tertiary,no,3101,yes,0,cellular,232,2,175,2,success,yes
58,retired,married,primary,no,988,no,0,telephone,151,1,93,1,success,yes
33,management,single,tertiary,no,1981,no,0,cellular,609,2,183,1,success,yes
27,admin.,married,secondary,no,2767,no,0,cellular,264,3,184,1,success,yes
60,admin.,divorced,secondary,no,3684,no,0,telephone,259,1,187,1,success,yes
56,unemployed,married,secondary,no,436,no,0,cellular,509,3,187,1,failure,yes
25,technician,single,secondary,no,563,no,1,cellular,136,1,-1,0,unknown,yes
21,student,single,secondary,no,2364,no,0,cellular,178,1,-1,0,unknown,yes
73,retired,divorced,secondary,no,3457,yes,0,cellular,144,1,-1,0,unknown,yes
67,management,divorced,tertiary,no,784,no,0,cellular,409,2,-1,0,unknown,yes
51,entrepreneur,divorced,tertiary,no,2173,no,0,cellular,77,2,-1,0,unknown,yes
48,management,married,tertiary,no,1475,yes,1,cellular,1157,2,-1,0,unknown,yes
35,management,single,tertiary,no,2448,no,0,cellular,219,1,182,1,success,yes
61,self-employed,divorced,tertiary,no,430,yes,0,cellular,208,1,182,2,success,yes
35,technician,single,tertiary,no,1089,no,0,cellular,299,2,-1,0,unknown,yes
36,admin.,divorced,secondary,no,1015,no,0,cellular,202,2,99,5,failure,yes
83,retired,single,primary,no,2095,no,0,telephone,986,3,-1,0,unknown,yes
50,management,married,primary,no,737,no,0,telephone,946,1,-1,0,unknown,yes
66,housemaid,married,primary,no,464,no,0,telephone,288,2,-1,0,unknown,yes
58,technician,married,primary,no,3006,no,0,cellular,439,5,246,5,failure,yes
30,management,single,tertiary,no,959,no,0,cellular,242,1,105,1,success,yes
54,blue-collar,married,primary,no,1652,no,0,telephone,483,3,184,3,failure,yes
26,admin.,single,secondary,no,1181,no,0,cellular,455,2,-1,0,unknown,yes
43,services,married,primary,no,2399,yes,0,telephone,164,3,183,5,success,yes
40,unemployed,single,tertiary,no,503,no,0,cellular,568,1,135,1,failure,yes
57,management,married,tertiary,no,1658,no,0,cellular,113,1,185,2,failure,yes
75,retired,married,secondary,no,2885,no,0,telephone,184,1,183,1,failure,yes
77,retired,married,tertiary,no,424,no,0,cellular,841,1,60,1,success,yes
31,management,married,tertiary,no,3356,no,0,cellular,152,2,119,5,failure,yes
22,services,single,secondary,no,553,no,0,cellular,256,1,-1,0,unknown,yes
50,management,married,tertiary,no,892,no,0,cellular,168,1,183,1,success,yes
27,management,married,tertiary,no,1297,no,0,cellular,152,2,-1,0,unknown,yes
73,retired,married,unknown,no,942,no,0,telephone,432,1,57,1,failure,yes
37,services,married,secondary,no,2953,no,0,cellular,154,1,-1,0,unknown,yes
44,technician,single,tertiary,no,1066,no,0,cellular,322,1,143,3,failure,yes
40,technician,married,secondary,no,2286,no,0,cellular,715,2,-1,0,unknown,yes
61,management,married,tertiary,no,424,no,0,cellular,134,2,-1,0,unknown,yes
61,technician,divorced,secondary,no,3387,no,0,cellular,129,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,1231,no,0,cellular,96,1,-1,0,unknown,yes
47,services,single,unknown,no,1984,no,0,cellular,383,2,-1,0,unknown,yes
76,housemaid,divorced,primary,no,1728,no,0,telephone,231,2,187,3,success,yes
30,student,single,tertiary,no,3487,no,0,cellular,326,1,-1,0,unknown,yes
39,technician,married,tertiary,no,630,no,0,cellular,146,2,195,2,success,yes
72,retired,married,primary,no,1711,no,0,telephone,511,1,-1,0,unknown,yes
77,retired,married,unknown,no,1998,no,0,telephone,371,1,-1,0,unknown,yes
36,technician,married,secondary,no,903,no,0,cellular,211,1,-1,0,unknown,yes
65,retired,married,secondary,no,994,yes,0,cellular,347,1,183,2,success,yes
54,technician,married,secondary,no,2949,no,1,cellular,593,2,187,2,success,yes
46,admin.,single,secondary,no,1920,yes,0,cellular,425,1,-1,0,unknown,yes
28,management,single,tertiary,no,504,no,0,cellular,674,2,146,2,failure,yes
61,management,married,tertiary,no,691,no,0,cellular,190,3,184,1,success,yes
53,housemaid,married,primary,no,2414,no,0,cellular,823,1,189,1,failure,yes
27,student,single,tertiary,no,1507,no,0,cellular,820,1,183,4,success,yes
55,unemployed,divorced,secondary,no,733,no,0,cellular,465,2,184,1,success,yes
33,management,single,tertiary,no,3422,no,0,cellular,510,2,184,1,success,yes
87,retired,divorced,primary,no,3415,no,0,telephone,747,1,-1,0,unknown,yes
57,management,married,tertiary,no,798,no,0,cellular,133,1,-1,0,unknown,yes
33,self-employed,single,tertiary,no,1079,yes,0,cellular,305,1,208,1,success,yes
51,technician,married,secondary,no,794,yes,1,cellular,285,1,-1,0,unknown,yes
76,retired,divorced,primary,no,2473,no,0,cellular,105,2,-1,0,unknown,yes
19,student,single,secondary,no,753,no,0,cellular,250,2,-1,0,unknown,yes
33,admin.,married,tertiary,no,503,yes,0,cellular,247,2,335,2,failure,yes
55,management,divorced,tertiary,no,424,no,0,cellular,358,5,-1,0,unknown,yes
31,blue-collar,single,unknown,no,3369,no,0,cellular,255,1,128,3,other,yes
92,retired,married,unknown,no,1189,no,0,cellular,311,3,-1,0,unknown,yes
30,technician,single,tertiary,no,834,no,0,cellular,125,3,149,2,failure,yes
68,retired,single,tertiary,no,2190,no,0,cellular,275,1,184,2,success,yes
41,technician,single,tertiary,no,854,no,0,cellular,131,1,107,2,success,yes
29,self-employed,married,secondary,no,547,no,1,cellular,245,1,184,3,success,yes
27,blue-collar,single,secondary,no,2891,no,0,cellular,502,1,183,2,success,yes
78,retired,married,unknown,no,3149,no,0,telephone,985,4,-1,0,unknown,yes
82,retired,married,primary,no,3564,no,0,cellular,304,3,107,1,success,yes
29,technician,single,tertiary,no,2209,no,0,cellular,258,2,139,1,other,yes
76,retired,married,tertiary,no,2604,no,0,cellular,342,1,183,1,success,yes
38,management,married,tertiary,no,3000,no,0,cellular,334,2,184,5,failure,yes
60,technician,married,secondary,no,3656,no,0,cellular,268,3,185,1,success,yes
33,services,divorced,secondary,no,2324,yes,0,cellular,128,1,161,1,failure,yes
43,blue-collar,married,secondary,no,3726,no,0,cellular,208,1,-1,0,unknown,yes
61,retired,married,secondary,no,510,no,0,cellular,147,1,-1,0,unknown,yes
43,technician,single,unknown,no,3661,no,0,cellular,474,1,74,2,success,yes
57,management,married,primary,no,3431,no,0,cellular,253,4,185,2,failure,yes
33,management,married,tertiary,no,3325,no,0,cellular,436,1,430,2,failure,yes
77,management,married,unknown,no,1980,yes,0,cellular,219,2,183,3,success,yes
35,technician,single,secondary,no,607,no,0,cellular,279,1,52,4,failure,yes
59,retired,married,primary,no,2843,no,0,telephone,255,2,126,3,success,yes
76,retired,married,secondary,no,2980,no,0,telephone,280,2,-1,0,unknown,yes
73,retired,married,primary,no,965,no,0,cellular,353,1,180,5,failure,yes
81,retired,married,primary,no,667,no,0,cellular,129,1,-1,0,unknown,yes
41,unknown,single,unknown,no,1345,no,0,cellular,141,1,188,1,success,yes
57,technician,married,secondary,no,678,no,0,cellular,205,1,-1,0,unknown,yes
28,technician,single,unknown,no,424,yes,0,cellular,94,1,267,1,failure,yes
38,blue-collar,single,secondary,no,424,no,0,cellular,295,1,75,3,failure,yes
52,services,married,secondary,no,1390,yes,0,cellular,422,1,515,1,failure,yes
22,student,single,secondary,no,447,no,0,cellular,135,1,-1,0,unknown,yes
53,unknown,married,primary,no,1148,no,0,cellular,756,2,-1,0,unknown,yes
60,admin.,married,unknown,no,3107,yes,0,cellular,622,1,-1,0,unknown,yes
56,management,married,secondary,no,424,no,0,cellular,296,1,111,8,other,yes
38,housemaid,divorced,secondary,no,494,no,0,cellular,253,3,148,1,success,yes
44,management,single,tertiary,no,3198,no,0,cellular,416,2,-1,0,unknown,yes
69,retired,divorced,secondary,no,3091,no,0,telephone,144,2,56,1,other,yes
36,student,single,tertiary,no,553,no,0,cellular,147,1,-1,0,unknown,yes
75,self-employed,married,unknown,no,3183,no,0,telephone,507,1,-1,0,unknown,yes
65,retired,married,primary,no,1401,no,0,cellular,369,1,-1,0,unknown,yes
64,retired,married,secondary,no,3144,no,0,cellular,499,1,-1,0,unknown,yes
30,admin.,single,secondary,no,1318,yes,0,cellular,522,3,272,1,failure,yes
57,housemaid,married,tertiary,no,2279,no,0,cellular,205,1,194,1,success,yes
31,management,married,tertiary,no,505,yes,0,cellular,162,2,-1,0,unknown,yes
36,management,married,tertiary,no,627,no,0,cellular,137,1,-1,0,unknown,yes
64,management,married,tertiary,no,2937,no,0,cellular,162,1,-1,0,unknown,yes
54,technician,married,unknown,no,664,yes,0,cellular,140,1,-1,0,unknown,yes
26,admin.,single,secondary,no,762,no,0,cellular,207,1,188,2,unknown,yes
51,self-employed,single,secondary,no,424,no,0,cellular,1359,2,-1,0,unknown,yes
72,retired,married,secondary,no,424,no,0,cellular,187,3,-1,0,unknown,yes
30,management,married,tertiary,no,1347,no,0,cellular,249,2,-1,0,unknown,yes
60,blue-collar,married,primary,no,429,no,0,cellular,399,1,-1,0,unknown,yes
30,management,single,tertiary,no,1115,no,0,cellular,213,3,80,5,success,yes
66,retired,married,tertiary,no,2085,no,0,cellular,104,2,269,2,failure,yes
50,technician,married,secondary,no,2845,no,0,cellular,213,2,78,2,other,yes
47,management,single,tertiary,no,974,no,0,cellular,122,1,-1,0,unknown,yes
80,retired,married,primary,no,1395,no,0,cellular,744,2,86,1,other,yes
61,management,married,tertiary,no,900,yes,0,cellular,375,1,520,1,other,yes
47,management,married,tertiary,no,2847,no,0,cellular,422,2,213,3,success,yes
30,technician,single,secondary,no,1260,no,0,cellular,277,1,148,1,failure,yes
21,student,single,primary,no,3544,no,0,cellular,443,1,-1,0,unknown,yes
62,management,married,tertiary,no,3482,no,0,cellular,210,2,-1,0,unknown,yes
26,technician,single,secondary,no,468,no,0,cellular,215,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,1555,no,0,cellular,638,1,-1,0,unknown,yes
87,retired,married,primary,no,654,no,0,cellular,142,1,-1,0,unknown,yes
61,retired,married,primary,no,3569,no,0,cellular,478,1,-1,0,unknown,yes
70,retired,married,secondary,no,2310,no,0,cellular,194,2,-1,0,unknown,yes
60,management,married,tertiary,no,2760,no,0,cellular,292,1,270,1,failure,yes
41,services,married,tertiary,no,1286,no,0,cellular,255,3,-1,0,unknown,yes
22,student,single,secondary,no,1804,no,0,cellular,366,2,-1,0,unknown,yes
60,retired,divorced,secondary,no,3011,no,0,cellular,414,2,-1,0,unknown,yes
54,technician,married,secondary,no,896,no,1,cellular,180,1,81,1,failure,yes
35,self-employed,single,tertiary,no,3267,no,0,cellular,186,1,186,1,success,yes
59,management,married,secondary,no,3053,no,0,cellular,160,2,-1,0,unknown,yes
29,student,single,unknown,no,3636,no,0,cellular,44,3,-1,0,unknown,yes
48,management,married,secondary,no,424,yes,1,cellular,1162,1,351,2,failure,yes
37,management,married,tertiary,no,662,no,0,cellular,147,1,-1,0,unknown,yes
36,management,single,tertiary,no,486,yes,0,cellular,564,1,182,7,failure,yes
52,admin.,single,secondary,no,2315,yes,0,cellular,410,1,-1,0,unknown,yes
67,retired,divorced,secondary,no,1122,no,0,cellular,535,1,-1,0,unknown,yes
36,self-employed,married,tertiary,no,929,no,0,cellular,215,1,70,2,failure,yes
64,management,married,unknown,no,2294,no,0,cellular,179,4,183,7,success,yes
29,technician,single,secondary,no,1341,no,0,cellular,356,1,-1,0,unknown,yes
27,management,single,tertiary,no,1938,no,0,cellular,282,2,273,1,failure,yes
76,retired,married,primary,no,1780,no,0,telephone,381,1,-1,0,unknown,yes
34,management,married,tertiary,no,1978,no,0,cellular,356,1,162,2,failure,yes
54,technician,married,secondary,no,424,no,0,cellular,462,5,192,8,other,yes
67,retired,married,primary,no,1345,no,0,cellular,453,2,84,2,other,yes
24,technician,married,secondary,no,979,yes,0,cellular,366,2,80,2,success,yes
53,admin.,married,secondary,no,3642,no,0,cellular,176,1,-1,0,unknown,yes
33,student,married,secondary,no,1816,no,0,cellular,260,1,94,2,success,yes
24,student,single,tertiary,no,659,no,0,cellular,116,1,-1,0,unknown,yes
32,management,single,tertiary,no,1338,no,0,cellular,163,1,91,7,success,yes
60,self-employed,married,tertiary,no,3653,no,0,cellular,96,1,91,2,failure,yes
64,entrepreneur,married,tertiary,no,2282,no,0,telephone,199,1,-1,0,unknown,yes
35,management,single,tertiary,no,1584,no,0,cellular,694,2,88,12,failure,yes
24,student,single,secondary,no,549,no,0,cellular,261,1,90,1,failure,yes
42,management,married,tertiary,no,2527,no,0,cellular,191,2,-1,0,unknown,yes
40,management,married,tertiary,no,424,no,0,cellular,145,1,96,8,success,yes
33,management,married,tertiary,no,3772,yes,0,cellular,264,2,92,3,failure,yes
71,housemaid,divorced,primary,no,1652,no,0,cellular,299,2,91,1,success,yes
52,unemployed,married,secondary,no,518,no,0,cellular,291,3,190,10,failure,yes
47,admin.,married,secondary,no,424,no,0,cellular,211,1,190,1,other,yes
49,management,married,primary,no,2749,no,0,cellular,267,2,-1,0,unknown,yes
26,management,single,tertiary,no,1346,no,0,cellular,164,1,195,1,success,yes
40,management,married,tertiary,no,3604,no,0,cellular,67,3,-1,0,unknown,yes
32,technician,single,tertiary,no,3415,no,0,cellular,197,1,-1,0,unknown,yes
33,services,married,secondary,no,1460,no,0,cellular,129,1,96,5,failure,yes
35,management,married,tertiary,no,424,yes,0,cellular,227,2,96,3,success,yes
53,management,married,tertiary,no,1878,no,0,cellular,164,3,97,7,success,yes
20,student,single,unknown,no,1214,no,0,cellular,242,2,-1,0,unknown,yes
44,self-employed,divorced,tertiary,no,1456,yes,0,cellular,170,1,91,5,success,yes
21,student,single,secondary,no,547,no,0,telephone,511,1,91,1,success,yes
36,blue-collar,single,secondary,no,2834,no,0,unknown,69,1,378,1,success,yes
31,management,single,tertiary,no,956,no,0,cellular,88,3,93,6,success,yes
42,technician,married,secondary,no,1392,yes,0,cellular,225,3,93,6,success,yes
33,services,married,secondary,no,809,no,0,cellular,251,1,92,4,failure,yes
29,management,single,tertiary,no,1421,no,0,cellular,224,1,92,1,other,yes
30,unemployed,single,secondary,no,2331,no,0,cellular,108,1,279,1,failure,yes
32,management,married,tertiary,no,1669,no,0,cellular,124,1,92,5,failure,yes
54,unknown,married,secondary,no,2223,no,0,cellular,102,1,99,2,other,yes
82,retired,divorced,tertiary,no,424,no,0,telephone,224,1,-1,0,unknown,yes
47,management,married,tertiary,no,3123,no,1,cellular,87,1,97,3,success,yes
48,blue-collar,married,secondary,no,1586,yes,0,cellular,167,1,196,2,success,yes
77,retired,divorced,secondary,no,2768,no,0,cellular,132,1,-1,0,unknown,yes
38,admin.,married,secondary,no,1972,yes,0,cellular,886,7,-1,0,unknown,yes
27,student,single,tertiary,no,3236,no,0,cellular,190,2,92,2,failure,yes
43,services,single,secondary,no,2762,yes,0,cellular,705,2,97,2,success,yes
33,technician,married,secondary,no,557,no,0,cellular,625,2,192,1,success,yes
27,admin.,single,secondary,no,3137,no,0,telephone,409,4,192,1,other,yes
76,retired,married,primary,no,2733,no,0,cellular,120,1,92,3,success,yes
81,retired,married,primary,no,3221,no,0,telephone,133,1,94,2,other,yes
71,retired,married,primary,no,2426,no,0,cellular,184,2,98,1,success,yes
39,admin.,married,secondary,no,684,yes,0,cellular,224,1,94,4,success,yes
18,student,single,primary,no,1031,no,0,cellular,208,1,93,1,success,yes
58,services,divorced,secondary,no,885,no,0,cellular,493,1,93,1,success,yes
44,technician,divorced,secondary,no,438,no,0,cellular,165,1,92,1,success,yes
67,retired,married,secondary,no,1517,no,0,cellular,257,1,92,2,failure,yes
31,services,single,secondary,no,605,no,0,cellular,237,2,93,2,success,yes
61,retired,married,secondary,no,2651,no,0,cellular,379,1,-1,0,unknown,yes
36,technician,single,secondary,no,799,no,0,cellular,191,1,92,1,success,yes
56,retired,married,primary,no,3605,no,0,telephone,269,2,92,4,success,yes
24,student,single,secondary,no,805,no,0,cellular,254,2,92,3,failure,yes
33,admin.,married,secondary,no,1324,no,0,cellular,128,1,95,2,failure,yes
34,blue-collar,single,unknown,no,553,yes,1,cellular,293,1,200,2,success,yes
58,admin.,married,secondary,no,593,no,0,cellular,299,1,94,3,failure,yes
64,retired,married,unknown,no,1097,no,0,telephone,165,1,-1,0,unknown,yes
27,blue-collar,single,secondary,no,958,no,0,cellular,181,1,94,1,success,yes
63,management,married,tertiary,no,2652,no,0,cellular,430,5,-1,0,unknown,yes
23,student,single,secondary,no,1590,no,0,cellular,248,1,-1,0,unknown,yes
37,technician,single,tertiary,no,621,no,0,cellular,173,1,200,1,success,yes
43,management,married,tertiary,no,2686,no,0,cellular,378,1,88,1,failure,yes
35,technician,married,tertiary,no,2674,yes,0,cellular,443,2,95,1,failure,yes
33,blue-collar,married,primary,no,619,no,0,cellular,970,5,-1,0,unknown,yes
75,retired,married,tertiary,no,3346,no,0,cellular,1173,2,94,2,failure,yes
40,admin.,married,tertiary,no,1179,yes,0,unknown,83,1,-1,0,unknown,yes
52,management,married,tertiary,no,1006,no,0,cellular,207,1,91,2,failure,yes
55,technician,divorced,tertiary,no,424,no,0,cellular,132,2,91,1,success,yes
71,retired,married,secondary,no,3297,no,0,cellular,745,2,-1,0,unknown,yes
78,retired,married,tertiary,no,1564,no,0,telephone,133,1,-1,0,unknown,yes
35,technician,married,secondary,no,3171,yes,0,cellular,391,4,201,17,other,yes
52,technician,married,secondary,no,658,no,0,cellular,253,1,-1,0,unknown,yes
31,management,single,tertiary,no,3608,no,0,cellular,370,1,-1,0,unknown,yes
31,admin.,single,secondary,no,3006,no,0,cellular,232,1,-1,0,unknown,yes
38,management,married,unknown,no,2824,no,0,cellular,347,2,183,1,success,yes
28,student,single,secondary,no,2069,no,0,cellular,485,1,97,2,failure,yes
72,retired,married,secondary,no,1503,no,0,cellular,206,1,91,1,success,yes
29,admin.,single,secondary,no,689,yes,0,cellular,412,1,184,1,failure,yes
46,housemaid,married,secondary,no,462,no,0,cellular,539,1,-1,0,unknown,yes
53,technician,married,secondary,no,2109,yes,1,cellular,158,1,-1,0,unknown,yes
58,technician,married,secondary,no,2758,no,0,telephone,1342,2,188,8,success,yes
22,student,single,tertiary,no,1109,no,0,cellular,258,5,103,1,success,yes
28,admin.,married,secondary,no,754,no,0,cellular,355,1,188,3,other,yes
31,technician,married,secondary,no,742,no,0,cellular,308,1,-1,0,unknown,yes
26,blue-collar,single,tertiary,no,1067,no,0,cellular,344,1,-1,0,unknown,yes
60,retired,divorced,tertiary,no,428,yes,0,cellular,413,1,190,5,failure,yes
29,technician,single,secondary,no,1533,no,0,cellular,242,2,184,1,success,yes
36,admin.,divorced,tertiary,no,3127,no,0,cellular,282,1,171,1,failure,yes
68,retired,married,tertiary,no,2530,no,0,cellular,152,1,97,2,failure,yes
48,management,married,tertiary,no,1518,no,0,cellular,153,1,120,3,success,yes
53,unemployed,married,primary,no,1380,yes,0,cellular,350,1,-1,0,unknown,yes
39,technician,married,secondary,no,2598,no,0,cellular,470,1,-1,0,unknown,yes
28,services,single,secondary,no,763,no,0,cellular,348,1,182,1,success,yes
72,retired,married,unknown,no,2078,no,0,telephone,703,2,-1,0,unknown,yes
29,management,single,tertiary,no,1753,no,0,cellular,269,2,-1,0,unknown,yes
26,student,single,tertiary,no,718,no,0,cellular,206,2,-1,0,unknown,yes
49,management,married,tertiary,no,3327,no,0,cellular,437,3,185,5,success,yes
43,management,single,tertiary,no,3681,no,0,cellular,816,5,242,1,success,yes
28,student,single,unknown,no,502,no,0,cellular,230,3,310,2,failure,yes
44,admin.,single,secondary,no,1149,yes,0,cellular,358,2,105,5,success,yes
73,retired,divorced,primary,no,3191,no,0,cellular,694,10,-1,0,unknown,yes
39,management,married,tertiary,no,904,no,0,cellular,920,5,189,1,other,yes
29,student,single,secondary,no,738,no,0,cellular,413,2,116,4,failure,yes
31,technician,married,secondary,no,1102,yes,0,cellular,618,3,-1,0,unknown,yes
30,student,single,secondary,no,1912,no,0,cellular,327,2,-1,0,unknown,yes
50,admin.,married,secondary,no,3631,yes,0,cellular,252,3,385,2,other,yes
42,management,married,tertiary,no,678,no,0,cellular,286,7,183,4,success,yes
37,admin.,married,secondary,no,424,yes,0,cellular,177,1,190,1,success,yes
49,technician,married,secondary,no,731,no,0,cellular,848,1,-1,0,unknown,yes
59,unemployed,married,secondary,no,1358,no,0,cellular,477,2,-1,0,unknown,yes
80,retired,married,primary,no,579,no,0,telephone,341,2,-1,0,unknown,yes
86,retired,single,secondary,no,1037,no,0,telephone,593,1,-1,0,unknown,yes
69,retired,married,unknown,no,849,no,0,telephone,393,1,-1,0,unknown,yes
79,retired,married,secondary,no,3547,no,0,cellular,454,2,275,9,success,yes
36,services,married,secondary,no,3131,no,0,cellular,147,3,-1,0,unknown,yes
49,management,married,tertiary,no,818,no,0,cellular,334,5,-1,0,unknown,yes
69,retired,married,secondary,no,2828,yes,0,cellular,427,1,-1,0,unknown,yes
66,retired,married,unknown,no,2388,no,0,telephone,439,2,156,1,other,yes
32,management,divorced,tertiary,no,1288,yes,0,cellular,794,1,185,5,other,yes
47,management,single,tertiary,no,3051,no,0,telephone,801,1,190,1,other,yes
58,management,married,tertiary,no,680,no,0,cellular,420,1,188,3,success,yes
64,retired,married,primary,no,467,no,0,cellular,230,1,-1,0,unknown,yes
72,retired,married,primary,no,2910,no,0,cellular,580,4,115,1,other,yes
79,retired,married,primary,no,2617,no,0,cellular,164,3,126,3,other,yes
30,technician,married,secondary,no,2279,no,0,cellular,418,1,175,2,failure,yes
36,management,married,tertiary,no,1329,no,0,cellular,319,3,189,4,success,yes
53,entrepreneur,married,tertiary,no,2093,no,0,cellular,349,1,-1,0,unknown,yes
34,management,married,tertiary,no,2136,no,0,cellular,322,2,-1,0,unknown,yes
29,student,single,secondary,no,882,no,0,cellular,277,3,189,19,other,yes
29,management,single,tertiary,no,995,no,0,cellular,312,1,195,1,success,yes
81,retired,divorced,secondary,no,875,no,0,telephone,441,1,-1,0,unknown,yes
57,retired,married,secondary,no,3244,no,0,cellular,281,2,196,1,success,yes
72,retired,married,secondary,no,1813,no,0,cellular,544,2,-1,0,unknown,yes
34,services,married,secondary,no,1674,no,0,cellular,328,2,127,3,success,yes
57,management,divorced,unknown,no,2600,no,0,cellular,220,2,231,1,failure,yes
66,housemaid,married,primary,no,1586,no,0,cellular,724,3,-1,0,unknown,yes
27,student,single,secondary,no,961,no,0,cellular,168,4,197,2,success,yes
50,management,married,tertiary,no,3206,yes,0,cellular,404,1,182,2,failure,yes
75,retired,divorced,secondary,no,1676,no,0,cellular,413,7,-1,0,unknown,yes
50,services,married,secondary,no,744,no,0,telephone,292,3,315,4,success,yes
32,admin.,single,secondary,no,555,yes,0,cellular,320,1,189,1,success,yes
59,retired,married,primary,no,2156,no,0,cellular,465,1,186,2,success,yes
68,retired,married,secondary,no,1751,no,0,telephone,1402,2,257,1,success,yes
31,technician,married,tertiary,no,2739,yes,0,cellular,262,2,-1,0,unknown,yes
64,self-employed,married,tertiary,no,1082,no,0,cellular,365,2,294,2,failure,yes
30,unemployed,divorced,secondary,no,3456,no,0,cellular,319,2,-1,0,unknown,yes
60,admin.,married,secondary,no,2873,no,0,cellular,188,1,188,9,success,yes
35,management,single,tertiary,no,961,no,0,cellular,408,3,165,2,other,yes
72,retired,married,primary,no,3113,no,0,cellular,303,3,309,5,success,yes
30,blue-collar,married,primary,no,429,no,0,cellular,280,1,203,1,success,yes
52,unemployed,divorced,secondary,no,654,no,0,cellular,420,2,-1,0,unknown,yes
33,management,married,tertiary,no,1999,no,0,cellular,248,3,-1,0,unknown,yes
84,retired,married,secondary,no,3804,no,0,telephone,677,1,313,2,other,yes
43,management,married,tertiary,no,2801,no,0,cellular,204,2,196,2,success,yes
39,technician,single,tertiary,no,449,yes,0,cellular,313,1,210,2,success,yes
25,technician,married,tertiary,no,2395,no,0,cellular,398,3,-1,0,unknown,yes
38,admin.,married,secondary,no,3668,no,0,cellular,471,2,216,2,failure,yes
44,management,married,unknown,no,2483,no,0,cellular,886,1,-1,0,unknown,yes
20,student,single,unknown,no,1170,no,0,cellular,282,1,-1,0,unknown,yes
32,management,single,tertiary,no,1135,yes,0,cellular,153,1,197,1,success,yes
23,services,single,secondary,no,1275,no,0,cellular,294,1,176,4,success,yes
35,unemployed,married,secondary,no,1378,no,0,cellular,1239,3,209,3,success,yes
61,management,married,secondary,no,967,no,0,cellular,61,3,200,9,success,yes
46,management,divorced,tertiary,no,884,no,0,cellular,367,2,-1,0,unknown,yes
70,retired,married,primary,no,2518,no,0,cellular,299,2,-1,0,unknown,yes
25,technician,single,secondary,no,563,no,1,cellular,200,1,91,1,success,yes
57,retired,married,secondary,no,1436,no,0,telephone,583,1,192,2,success,yes
55,admin.,married,secondary,no,1886,no,0,cellular,208,1,192,2,success,yes
33,management,married,tertiary,no,3390,yes,0,cellular,168,1,343,1,other,yes
73,retired,married,primary,no,1711,no,0,telephone,764,2,83,1,success,yes
34,unemployed,single,secondary,no,439,no,0,cellular,375,1,-1,0,unknown,yes
31,technician,single,secondary,no,2390,no,0,cellular,227,1,279,2,success,yes
